notation;prefLabel
LC01424;Música e livros sobre Música - Instrução e estudo - Conduzindo. Pontuação leitura e jogo
LC01425;Música e livros sobre Música - Instrução e estudo - Embelezamento
LC01426;Música e livros sobre Música - Instrução e estudo - Obras gerais
LC01427;Música e livros sobre Música - Instrução e estudo - História
LC01428;Música e livros sobre Música - Instrução e estudo - Improvisação. Acompanhamento. Transposição
LC01429;Música e livros sobre Música - Instrução e estudo - Técnicas instrumentais
LC01430;Música e livros sobre Música - Instrução e estudo - Instrumentação e orquestração
LC01431;Música e livros sobre Música - Instrução e estudo - Interpretação
LC01432;Música e livros sobre Música - Instrução e estudo - Memorizando
LC01433;Música e livros sobre Música - Instrução e estudo - Música em faculdades e universidades
LC01434;Música e livros sobre Música - Instrução e estudo - Música na educação especial
LC01435;Música e livros sobre Música - Instrução e estudo - Musica no teatro
LC01436;Música e livros sobre Música - Instrução e estudo - Estudo de música no exterior
LC01437;Música e livros sobre Música - Instrução e estudo - Teoria da música
LC01438;Música e livros sobre Música - Instrução e estudo - Teoria musical para crianças
LC01439;Música e livros sobre Música - Instrução e estudo - Música para acompanhar as aulas de ballet
LC01440;Música e livros sobre Música - Instrução e estudo - Teatro musical
LC01441;Música e livros sobre Música - Instrução e estudo - Notação
LC01442;Música e livros sobre Música - Instrução e estudo - Auxílios pedagógicos impressos
LC01443;Música e livros sobre Música - Instrução e estudo - Música escolar
LC01444;Música e livros sobre Música - Instrução e estudo - Canto e técnica vocal
LC01445;Música e livros sobre Música - Instrução e estudo - Sistemas e métodos
LC01446;Música e livros sobre Música - Instrução e estudo - Tuning
LC01447;Música e livros sobre Música - Instrução e estudo - Assobio
LC01448;Música e livros sobre Música - Literatura sobre Música
LC01449;Música e livros sobre Música - Literatura sobre Música - Aspectos do campo da música como um todo
LC01450;Música e livros sobre Música - Literatura sobre Música - Bibliografia
LC01451;Música e livros sobre Música - Literatura sobre Música - Circulares e anúncios
LC01452;Música e livros sobre Música - Literatura sobre Música - Dicionários. Enciclopédias
LC01453;Música e livros sobre Música - Literatura sobre Música - Diretórios. Almanaques
LC01454;Música e livros sobre Música - Literatura sobre Música - Festivais. Congressos
LC01455;Música e livros sobre Música - Literatura sobre Música - História e crítica
LC01456;Música e livros sobre Música - Literatura sobre Música - Instituições
LC01457;Música e livros sobre Música - Literatura sobre Música - Libretos. Texto:% s. Cenários
LC01458;Música e livros sobre Música - Literatura sobre Música - Literatura para crianças
LC01459;Música e livros sobre Música - Literatura sobre Música - Estudos de manuscritos e manuscritos
LC01460;Música e livros sobre Música - Literatura sobre Música - A música como profissão. Orientação vocacional
LC01461;Música e livros sobre Música - Literatura sobre Música - Biblioteconomia musical
LC01462;Música e livros sobre Música - Literatura sobre Música - Impressão e publicação de música
LC01463;Música e livros sobre Música - Literatura sobre Música - Comércio de música
LC01464;Música e livros sobre Música - Literatura sobre Música - Pesquisa musical
LC01465;Música e livros sobre Música - Literatura sobre Música - Publicações periódicas. Serials
LC01466;Música e livros sobre Música - Literatura sobre Música - Aspectos filosóficos e sociais da música. Física e acústica da música. Aspectos fisiológicos da música
LC01467;Música e livros sobre Música - Literatura sobre Música - Programas
LC01468;Música e livros sobre Música - Literatura sobre Música - Álbuns de recortes
LC01469;Música e livros sobre Música - Literatura sobre Música - Sociedades e outras organizações
LC01470;Música e livros sobre Música - Literatura sobre Música - Coleções especiais
LC01471;Música e livros sobre Música - Música
LC01472;Música e livros sobre Música - Música - Coleções
LC01473;Música e livros sobre Música - Música - Música instrumental
LC01474;Música e livros sobre Música - Música - Música impressa ou copiada em manuscrito antes de 1700
LC01475;Música e livros sobre Música - Música - Música impressa ou copiada em manuscrito nos Estados Unidos ou no
LC01476;Música e livros sobre Música - Música - Composições não identificadas
LC01477;Música e livros sobre Música - Música - Música vocal
LC01478;Ciência Naval
LC01479;Ciência Naval - Música
LC01480;Ciência Naval - Fuzileiros navais
LC01481;Ciência Naval - Fuzileiros navais - Quartéis
LC01482;Ciência Naval - Fuzileiros navais - Regulamentos de treino
LC01483;Ciência Naval - Fuzileiros navais - Tiroteio
LC01484;Ciência Naval - Fuzileiros navais - Armas pequenas
LC01485;Ciência Naval - Fuzileiros navais - Campos de treinamento
LC01486;Ciência Naval - Serviços menores de marinhas
LC01487;Ciência Naval - Serviços menores de marinhas - Capelães
LC01488;Ciência Naval - Serviços menores de marinhas - Guarda costeira e serviço de sinalização costeira
LC01489;Ciência Naval - Serviços menores de marinhas - Serviço médico
LC01490;Ciência Naval - Serviços menores de marinhas - Aviação naval
LC01491;Ciência Naval - Serviços menores de marinhas - Comunicação naval por telegrafia
LC01492;Ciência Naval - Serviços menores de marinhas - Relações públicas. Pressione. Correspondentes de guerra
LC01493;Ciência Naval - Serviços menores de marinhas - Serviço de recreação e informação
LC01494;Ciência Naval - Serviços menores de marinhas - Trabalho social. Serviços de assistência social
LC01495;Ciência Naval - Administração naval
LC01496;Ciência Naval - Administração naval - Departamento civil
LC01497;Ciência Naval - Administração naval - Pessoal alistado
LC01498;Ciência Naval - Administração naval - Minorias
LC01499;Ciência Naval - Administração naval - Oficiais
LC01500;Ciência Naval - Administração naval - Mandatários
LC01501;Ciência Naval - Arquitetura Naval. Construção Naval. Engenharia Naval
LC01502;Ciência Naval - Arquitetura Naval. Construção Naval. Engenharia Naval - Contratos e especificações
LC01503;Ciência Naval - Arquitetura Naval. Construção Naval. Engenharia Naval - História
LC01504;Ciência Naval - Arquitetura Naval. Construção Naval. Engenharia Naval - Engenharia Naval
LC01505;Ciência Naval - Arquitetura Naval. Construção Naval. Engenharia Naval - Indústria de construção naval. Estaleiros
LC01506;Ciência Naval - Arquitetura Naval. Construção Naval. Engenharia Naval - Tipos especiais de embarcações
LC01507;Ciência Naval - Arquitetura Naval. Construção Naval. Engenharia Naval - Estudar e ensinar
LC01508;Ciência Naval - Manutenção naval
LC01509;Ciência Naval - Manutenção naval - Roupas e equipamentos
LC01510;Ciência Naval - Manutenção naval - Equipamentos de embarcações
LC01511;Ciência Naval - Manutenção naval - Estaleiros e estações da Marinha. Instalações em terra
LC01512;Ciência Naval - Manutenção naval - Organização do serviço
LC01513;Ciência Naval - Manutenção naval - Subsistência. Provisionamento
LC01514;Ciência Naval - Manutenção naval - Suprimentos e lojas
LC01515;Ciência Naval - Artilharia naval
LC01516;Ciência Naval - Artilharia naval - Sistemas de armas navais
LC01517;Ciência Naval - Artilharia naval - Armas e Armas (Geral)
LC01518;Ciência Naval - Artilharia naval - Instruções de artilharia e livros de perfuração
LC01519;Ciência Naval - Artilharia naval - Material de artilharia (artilharia adequada)
LC01520;Ciência Naval - Artilharia naval - Prática de alvo
LC01521;Ciência Naval - Ciência Naval (Geral)
LC01522;Ciência Naval - Ciência Naval (Geral) - Automação nas ciências navais
LC01523;Ciência Naval - Ciência Naval (Geral) - Defesa costeira
LC01524;Ciência Naval - Ciência Naval (Geral) - História e antiguidades da ciência naval
LC01525;Ciência Naval - Ciência Naval (Geral) - Oceanografia militar
LC01526;Ciência Naval - Ciência Naval (Geral) - Educação naval
LC01527;Ciência Naval - Ciência Naval (Geral) - Vida naval
LC01528;Ciência Naval - Ciência Naval (Geral) - Pesquisa naval
LC01529;Ciência Naval - Ciência Naval (Geral) - Clubes da marinha
LC01530;Ciência Naval - Ciência Naval (Geral) - Estratégia
LC01531;Ciência Naval - Ciência Naval (Geral) - Guerra submarina
LC01532;Ciência Naval - Ciência Naval (Geral) - Táticas
LC01533;Ciência Naval - Ciência Naval (Geral) - Embarcações de guerra: construção
LC01534;Ciência Naval - Marinheiros navais
LC01535;Ciência Naval - Marinheiros navais - Regulamentos de treino
LC01536;Ciência Naval - Marinheiros navais - Tiroteio
LC01537;Ciência Naval - Marinheiros navais - Armas pequenas
LC01538;Ciência Naval - Marinheiros navais - Serviço de barco pequeno
LC01539;Ciência Naval - Marinhas: organização
LC01540;Ciência Naval - Navegação. Comerciante Marinho
LC01541;Ciência Naval - Navegação. Comerciante Marinho - Portos. Portos
LC01542;Ciência Naval - Navegação. Comerciante Marinho - História
LC01543;Ciência Naval - Navegação. Comerciante Marinho - Operações quebra-gelo
LC01544;Ciência Naval - Navegação. Comerciante Marinho - Farol de serviço
LC01545;Ciência Naval - Navegação. Comerciante Marinho - Hidrografia marinha. Levantamento hidrográfico
LC01546;Ciência Naval - Navegação. Comerciante Marinho - Instrumentos náuticos
LC01547;Ciência Naval - Navegação. Comerciante Marinho - Pilotos e pilotagem
LC01548;Ciência Naval - Navegação. Comerciante Marinho - Direções de navegação. Guias piloto
LC01549;Ciência Naval - Navegação. Comerciante Marinho - Salvando vidas e propriedades
LC01550;Ciência Naval - Navegação. Comerciante Marinho - Ciência da navegação
LC01551;Ciência Naval - Navegação. Comerciante Marinho - Naufrágios e incêndios
LC01552;Ciência Naval - Navegação. Comerciante Marinho - Sinalização
LC01553;Ciência Naval - Navegação. Comerciante Marinho - Estudar e ensinar
LC01554;Ciência Naval - Navegação. Comerciante Marinho - Marés e tabelas atuais
LC01555;Filosofia
LC01556;Filosofia
LC01557;Filosofia
LC01558;Filosofia
LC01559;Filosofia
LC01560;Filosofia
LC01561;Filosofia
LC01562;Filosofia
LC01563;Filosofia
LC01564;Filosofia
LC01565;Filosofia
LC01566;Filosofia
LC01567;Filosofia
LC01568;Filosofia
LC01569;Filosofia
LC01570;Filosofia
LC01571;Filosofia
LC01572;Filosofia
LC01573;Filosofia
LC01574;Filosofia
LC01575;Filosofia
LC01576;Filosofia
LC01577;Filosofia
LC01578;Filosofia
LC01579;Filosofia
LC01580;Filosofia
LC01581;Filosofia
LC01582;Filosofia
LC01583;Filosofia
LC01584;Filosofia
LC01585;Filosofia
LC01586;Filosofia
LC01587;Filosofia
LC01588;Filosofia
LC01589;Filosofia
LC01590;Filosofia
LC01591;Filosofia
LC01592;Filosofia
LC01593;Filosofia
LC01594;Filosofia
LC01595;Filosofia
LC01596;Filosofia
LC01597;Filosofia
LC01598;Filosofia
LC01599;Filosofia
LC01600;Filosofia
LC01601;Filosofia
LC01602;Filosofia
LC01603;Filosofia
LC01604;Filosofia
LC01605;Filosofia
LC01606;Filosofia
LC01607;Filosofia
LC01608;Filosofia
LC01609;Filosofia
LC01610;Filosofia
LC01611;Filosofia
LC01612;Filosofia
LC01613;Filosofia
LC01614;Filosofia
LC01615;Filosofia
LC01616;Filosofia
LC01617;Filosofia
LC01618;Filosofia
LC01619;Filosofia
LC01620;Filosofia
LC01621;Filosofia
LC01622;Filosofia
LC01623;Filosofia
LC01624;Filosofia
LC01625;Filosofia
LC01626;Filosofia
LC01627;Filosofia
LC01628;Filosofia
LC01629;Filosofia
LC01630;Filosofia
LC01631;Filosofia
LC01632;Filosofia
LC01633;Filosofia
LC01634;Filosofia
LC01635;Filosofia
LC01636;Filosofia
LC01637;Filosofia
LC01638;Filosofia
LC01639;Filosofia
LC01640;Filosofia
LC01641;Filosofia
LC01642;Filosofia
LC01643;Filosofia
LC01644;Filosofia
LC01645;Filosofia
LC01646;Filosofia
LC01647;Filosofia
LC01648;Filosofia
LC01649;Filosofia
LC01650;Filosofia
LC01651;Filosofia
LC01652;Filosofia
LC01653;Filosofia
LC01654;Filosofia
LC01655;Filosofia
LC01656;Filosofia
LC01657;Filosofia
LC01658;Filosofia
LC01659;Filosofia
LC01660;Filosofia
LC01661;Filosofia
LC01662;Filosofia
LC01663;Filosofia
LC01664;Filosofia
LC01665;Filosofia
LC01666;Filosofia
LC01667;Filosofia
LC01668;Filosofia
LC01669;Filosofia
LC01670;Filosofia
LC01671;Filosofia
LC01672;Filosofia
LC01673;Filosofia
LC01674;Filosofia
LC01675;Filosofia
LC01676;Filosofia
LC01677;Filosofia
LC01678;Filosofia
LC01679;Filosofia
LC01680;Filosofia
LC01681;Filosofia
LC01682;Filosofia
LC01683;Filosofia
LC01684;Filosofia
LC01685;Filosofia
LC01686;Filosofia
LC01687;Filosofia
LC01688;Filosofia
LC01689;Filosofia
LC01690;Filosofia
LC01691;Filosofia
LC01692;Filosofia
LC01693;Filosofia
LC01694;Filosofia
LC01695;Filosofia
LC01696;Filosofia
LC01697;Filosofia
LC01698;Filosofia
LC01699;Filosofia
LC01700;Filosofia
LC01701;Filosofia
LC01702;Filosofia
LC01703;Filosofia
LC01704;Filosofia
LC01705;Filosofia
LC01706;Filosofia
LC01707;Filosofia
LC01708;Filosofia
LC01709;Filosofia
LC01710;Filosofia
LC01711;Filosofia
LC01712;Filosofia
LC01713;Filosofia
LC01714;Filosofia
LC01715;Filosofia
LC01716;Filosofia
LC01717;Filosofia
LC01718;Filosofia
LC01719;Filosofia
LC01720;Filosofia
LC01721;Filosofia
LC01722;Filosofia
LC01723;Filosofia
LC01724;Filosofia
LC01725;Filosofia
LC01726;Filosofia
LC01727;Filosofia
LC01728;Filosofia
LC01729;Filosofia
LC01730;Filosofia
LC01731;Filosofia
LC01732;Filosofia
LC01733;Filosofia
LC01734;Filosofia
LC01735;Filosofia
LC01736;Filosofia
LC01737;Filosofia
LC01738;Ciência Política
LC01739;Ciência Política - Bíblia
LC01740;Ciência Política - Colônias e colonização. Emigração e imigração. Migração internacional
LC01741;Ciência Política - Colônias e colonização. Emigração e imigração. Migração internacional - Colônias e colonização
LC01742;Ciência Política - Colônias e colonização. Emigração e imigração. Migração internacional - Emigração e imigração. Internacional
LC01743;Ciência Política - Documentos legislativos e executivos gerais
LC01744;Ciência Política - Documentos legislativos e executivos gerais - Gazetas
LC01745;Ciência Política - Documentos legislativos e executivos gerais - Outras regiões e países
LC01746;Ciência Política - Documentos legislativos e executivos gerais - Estados Unidos
LC01747;Ciência Política - Lei internacional
LC01748;Ciência Política - Lei internacional - Codificação do Direito Internacional
LC01749;Ciência Política - Lei internacional - Coleções
LC01750;Ciência Política - Lei internacional - Coleções. Documentos. Casos
LC01751;Ciência Política - Lei internacional - Diplomacia
LC01752;Ciência Política - Lei internacional - Relações Estrangeiras
LC01753;Ciência Política - Lei internacional - Arbitragem internacional
LC01754;Ciência Política - Lei internacional - Lei internacional
LC01755;Ciência Política - Relações Internacionais
LC01756;Ciência Política - Relações Internacionais - Aspectos humanitários da guerra
LC01757;Ciência Política - Relações Internacionais - Organizações e associações internacionais
LC01758;Ciência Política - Relações Internacionais - Neutralidade. Não participação em guerras. Normas de neutralidade
LC01759;Ciência Política - Relações Internacionais - Coerção não militar
LC01760;Ciência Política - Relações Internacionais - Periódicos
LC01761;Ciência Política - Relações Internacionais - Promoção da paz. Mudança pacífica
LC01762;Ciência Política - Relações Internacionais - Relação com outras disciplinas e tópicos
LC01763;Ciência Política - Relações Internacionais - Âmbito das relações internacionais. Teoria política.
LC01764;Ciência Política - Relações Internacionais - Sociedades
LC01765;Ciência Política - Relações Internacionais - Fontes
LC01766;Ciência Política - Relações Internacionais - Território do estado e suas partes
LC01767;Ciência Política - Relações Internacionais - O conflito armado. Guerra e ordem
LC01768;Ciência Política - Governo local. Governo municipal
LC01769;Ciência Política - Governo local. Governo municipal - África
LC01770;Ciência Política - Governo local. Governo municipal - Ásia
LC01771;Ciência Política - Governo local. Governo municipal - Ilhas do oceano atlântico
LC01772;Ciência Política - Governo local. Governo municipal - Austrália. Nova Zelândia. Ilhas do oceano pacífico
LC01773;Ciência Política - Governo local. Governo municipal - Canadá
LC01774;Ciência Política - Governo local. Governo municipal - América Central
LC01775;Ciência Política - Governo local. Governo municipal - Eleições. Eleições locais. Eleições municipais
LC01776;Ciência Política - Governo local. Governo municipal - Europa
LC01777;Ciência Política - Governo local. Governo municipal - Poder Executivo. prefeito
LC01778;Ciência Política - Governo local. Governo municipal - História
LC01779;Ciência Política - Governo local. Governo municipal - Ilhas do oceano índico
LC01780;Ciência Política - Governo local. Governo municipal - Poder Legislativo
LC01781;Ciência Política - Governo local. Governo municipal - Governo local diferente do municipal
LC01782;Ciência Política - Governo local. Governo municipal - México
LC01783;Ciência Política - Governo local. Governo municipal - América do Sul
LC01784;Ciência Política - Governo local. Governo municipal - Estados Unidos
LC01785;Ciência Política - Governo local. Governo municipal - Índias Ocidentais. Área caribenha
LC01786;Ciência Política - Instituições políticas e administração pública
LC01787;Ciência Política - Instituições políticas e administração pública - Geral. Governo comparativo
LC01788;Ciência Política - Instituições políticas e administração pública - Administração pública
LC01789;Ciência Política - Instituições políticas e administração pública (Ásia
LC01790;Ciência Política - Instituições políticas e administração pública (Ásia
LC01791;Ciência Política - Instituições políticas e administração pública (Ásia
LC01792;Ciência Política - Instituições políticas e administração pública (Ásia
LC01793;Ciência Política - Instituições políticas e administração pública (Ásia
LC01794;Ciência Política - Instituições políticas e administração pública (Canadá
LC01795;Ciência Política - Instituições políticas e administração pública (Canadá
LC01796;Ciência Política - Instituições políticas e administração pública (Canadá
LC01797;Ciência Política - Instituições políticas e administração pública (Canadá
LC01798;Ciência Política - Instituições políticas e administração pública (Canadá
LC01799;Ciência Política - Instituições políticas e administração pública (Canadá
LC01800;Ciência Política - Instituições políticas e administração pública (Europa)
LC01801;Ciência Política - Instituições políticas e administração pública (Europa) - Áustria-Hungria. Áustria. Hungria
LC01802;Ciência Política - Instituições políticas e administração pública (Europa) - Estados dos Balcãs
LC01803;Ciência Política - Instituições políticas e administração pública (Europa) - Bielo-Rússia
LC01804;Ciência Política - Instituições políticas e administração pública (Europa) - Bélgica
LC01805;Ciência Política - Instituições políticas e administração pública (Europa) - República Checa. Checoslováquia
LC01806;Ciência Política - Instituições políticas e administração pública (Europa) - Dinamarca
LC01807;Ciência Política - Instituições políticas e administração pública (Europa) - Estônia
LC01808;Ciência Política - Instituições políticas e administração pública (Europa) - Finlândia
LC01809;Ciência Política - Instituições políticas e administração pública (Europa) - França
LC01810;Ciência Política - Instituições políticas e administração pública (Europa) - Geral
LC01811;Ciência Política - Instituições políticas e administração pública (Europa) - Alemanha
LC01812;Ciência Política - Instituições políticas e administração pública (Europa) - Grã Bretanha
LC01813;Ciência Política - Instituições políticas e administração pública (Europa) - Grécia
LC01814;Ciência Política - Instituições políticas e administração pública (Europa) - Groenlândia
LC01815;Ciência Política - Instituições políticas e administração pública (Europa) - Islândia
LC01816;Ciência Política - Instituições políticas e administração pública (Europa) - Irlanda
LC01817;Ciência Política - Instituições políticas e administração pública (Europa) - Itália
LC01818;Ciência Política - Instituições políticas e administração pública (Europa) - Letônia
LC01819;Ciência Política - Instituições políticas e administração pública (Europa) - Lituânia
LC01820;Ciência Política - Instituições políticas e administração pública (Europa) - Moldova
LC01821;Ciência Política - Instituições políticas e administração pública (Europa) - Países Baixos
LC01822;Ciência Política - Instituições políticas e administração pública (Europa) - Noruega
LC01823;Ciência Política - Instituições políticas e administração pública (Europa) - Polônia
LC01824;Ciência Política - Instituições políticas e administração pública (Europa) - Portugal
LC01825;Ciência Política - Instituições políticas e administração pública (Europa) - Rússia (Federação)
LC01826;Ciência Política - Instituições políticas e administração pública (Europa) - Escandinávia. Norte da Europa
LC01827;Ciência Política - Instituições políticas e administração pública (Europa) - Eslováquia
LC01828;Ciência Política - Instituições políticas e administração pública (Europa) - União Soviética. Rússia. Ex-repúblicas soviéticas
LC01829;Ciência Política - Instituições políticas e administração pública (Europa) - Espanha
LC01830;Ciência Política - Instituições políticas e administração pública (Europa) - Suécia
LC01831;Ciência Política - Instituições políticas e administração pública (Europa) - Suíça
LC01832;Ciência Política - Instituições políticas e administração pública (Europa) - Ucrânia
LC01833;Ciência Política - Instituições políticas e administração pública (América do Norte)
LC01834;Ciência Política - Instituições políticas e administração pública (Estados Unidos)
LC01835;Ciência Política - Instituições políticas e administração pública (Estados Unidos) - Estados Confederados da América
LC01836;Ciência Política - Instituições políticas e administração pública (Estados Unidos) - Estados Unidos
LC01837;Ciência Política - Ciência Política (Geral)
LC01838;Ciência Política - Ciência Política (Geral) - Biografia coletiva de cientistas políticos
LC01839;Ciência Política - Ciência Política (Geral) - Congressos
LC01840;Ciência Política - Ciência Política (Geral) - Dicionários e enciclopédias
LC01841;Ciência Política - Ciência Política (Geral) - História
LC01842;Ciência Política - Ciência Política (Geral) - Periódicos
LC01843;Ciência Política - Ciência Política (Geral) - Sociedades
LC01844;Ciência Política - Ciência Política (Geral) - Estudo e ensino. Pesquisa
LC01845;Ciência Política - Ciência Política (Geral) - Teoria. Relações com outros assuntos
LC01846;Ciência Política - Teoria Política
LC01847;Ciência Política - Teoria Política - Estado antigo
LC01848;Ciência Política - Teoria Política - Consenso. Consentimento do governado
LC01849;Ciência Política - Teoria Política - Formas de estado
LC01850;Ciência Política - Teoria Política - Estado islâmico
LC01851;Ciência Política - Teoria Política - Estado medieval
LC01852;Ciência Política - Teoria Política - Estado moderno
LC01853;Ciência Política - Teoria Política - Nacionalismo. Estado-nação
LC01854;Ciência Política - Teoria Política - Estado oriental
LC01855;Ciência Política - Teoria Política - Patriotismo
LC01856;Ciência Política - Teoria Política - Geografia política
LC01857;Ciência Política - Teoria Política - Objetivo
LC01858;Ciência Política - Teoria Política - Soberania
LC01859;Ciência Política - Teoria Política - Simbolismo
LC01860;Ciência Política - Teoria Política - Violência. Violência política
LC01861;Ciência
LC01862;Ciência - Teoria Política
LC01863;Ciência - Astronomia
LC01864;Ciência - Astronomia - Astrogeologia
LC01865;Ciência - Astronomia - Astrofísica
LC01866;Ciência - Astronomia - Cosmogonia. Cosmologia
LC01867;Ciência - Astronomia - Astronomia Descritiva
LC01868;Ciência - Astronomia - Geral
LC01869;Ciência - Astronomia - Geodésia
LC01870;Ciência - Astronomia - Métodos não ópticos de astronomia
LC01871;Ciência - Astronomia - Astronomia prática e esférica
LC01872;Ciência - Astronomia - Astronomia teórica e mecânica celeste
LC01873;Ciência - Biologia (Geral)
LC01874;Ciência - Biologia (Geral) - Citologia
LC01875;Ciência - Biologia (Geral) - Ecologia
LC01876;Ciência - Biologia (Geral) - Biologia econômica
LC01877;Ciência - Biologia (Geral) - Evolução
LC01878;Ciência - Biologia (Geral) - Genética
LC01879;Ciência - Biologia (Geral) - Vida
LC01880;Ciência - Biologia (Geral) - Reprodução
LC01881;Ciência - Botânica
LC01882;Ciência - Botânica - Criptogramas
LC01883;Ciência - Botânica - Geral
LC01884;Ciência - Botânica - Anatomia vegetal
LC01885;Ciência - Botânica - Ecologia vegetal
LC01886;Ciência - Botânica - Fisiologia vegetal
LC01887;Ciência - Botânica - Spermatophyta. Fanerógamas
LC01888;Ciência - Química
LC01889;Ciência - Química - Química Analítica
LC01890;Ciência - Química - Cristalografia
LC01891;Ciência - Química - Geral. Incluindo alquimia
LC01892;Ciência - Química - Química Inorgânica
LC01893;Ciência - Química - Química orgânica
LC01894;Ciência - Química - Química Física e Teórica
LC01895;Ciência - Geologia
LC01896;Ciência - Geologia - Geologia dinâmica e estrutural
LC01897;Ciência - Geologia - Geral
LC01898;Ciência - Geologia - Mineralogia
LC01899;Ciência - Geologia - Paleobotânica
LC01900;Ciência - Geologia - Paleontologia
LC01901;Ciência - Geologia - Paleozoologia
LC01902;Ciência - Geologia - Petrologia
LC01903;Ciência - Geologia - Estratigrafia
LC01904;Ciência - Anatomia humana
LC01905;Ciência - Anatomia humana - Geral
LC01906;Ciência - Anatomia humana - Histologia humana e comparativa
LC01907;Ciência - Anatomia humana - Embriologia humana
LC01908;Ciência - Anatomia humana - Anatomia regional
LC01909;Ciência - Matemática
LC01910;Ciência - Matemática - Álgebra
LC01911;Ciência - Matemática - Análise
LC01912;Ciência - Matemática - Mecânica analítica
LC01913;Ciência - Matemática - Matemática elementar. Aritmética
LC01914;Ciência - Matemática - Geral
LC01915;Ciência - Matemática - Geometria. Trigonometria. Topologia
LC01916;Ciência - Matemática - Instrumentos e máquinas
LC01917;Ciência - Matemática - Probabilidades. Estatística Matemática
LC01918;Ciência - Matemática - Mesas
LC01919;Ciência - Microbiologia
LC01920;Ciência - Microbiologia - Bactérias
LC01921;Ciência - Microbiologia - Cianobactéria
LC01922;Ciência - Microbiologia - Geral
LC01923;Ciência - Microbiologia - Imunologia
LC01924;Ciência - Microbiologia - Ecologia microbiana
LC01925;Ciência - Microbiologia - Microorganismos no corpo animal
LC01926;Ciência - Microbiologia - Virologia
LC01927;Ciência - História Natural (Geral)
LC01928;Ciência - História Natural (Geral) - Geral. Incluindo conservação da natureza
LC01929;Ciência - História Natural (Geral) - Microscopia
LC01930;Ciência - Física
LC01931;Ciência - Física - Acústica. Som
LC01932;Ciência - Física - Física atômica. Constituição e propriedades da matéria
LC01933;Ciência - Física - Mecânica descritiva e experimental
LC01934;Ciência - Física - Eletricidade e magnetismo
LC01935;Ciência - Física - Geral
LC01936;Ciência - Física - Geomagnetismo
LC01937;Ciência - Física - Geofísica. Física cósmica
LC01938;Ciência - Física - Calor
LC01939;Ciência - Física - Meteorologia. Climatologia
LC01940;Ciência - Física - Física nuclear e de partículas. Energia Atômica. Radioatividade
LC01941;Ciência - Física - Óptica. Luz
LC01942;Ciência - Física - Física da radiação (geral)
LC01943;Ciência - Física - Pesos e medidas
LC01944;Ciência - Fisiologia
LC01945;Ciência - Fisiologia - Bioquímica animal
LC01946;Ciência - Fisiologia - Farmacologia Experimental
LC01947;Ciência - Fisiologia - Geral
LC01948;Ciência - Fisiologia - Neurofisiologia e neuropsicologia
LC01949;Ciência - Ciência (Geral)
LC01950;Ciência - Ciência (Geral) - Cibernética
LC01951;Ciência - Ciência (Geral) - Geral
LC01952;Ciência - Zoologia
LC01953;Ciência - Zoologia - Anatomia
LC01954;Ciência - Zoologia - Comportamento animal
LC01955;Ciência - Zoologia - Cordados. Vertebrados
LC01956;Ciência - Zoologia - Embriologia
LC01957;Ciência - Zoologia - Geral
LC01958;Ciência - Zoologia - Invertebrados
LC01959;Ciência - Zoologia - Morfologia
LC01960;Ciências Sociais
LC01961;Ciências Sociais - Zoologia
LC01962;Ciências Sociais - Comércio
LC01963;Ciências Sociais - Comércio - Balança comercial
LC01964;Ciências Sociais - Comércio - Juntas de comércio. Câmaras de comércio. Associações de comerciantes
LC01965;Ciências Sociais - Comércio - O negócio
LC01966;Ciências Sociais - Comércio - Geografia comercial. Geografia econômica
LC01967;Ciências Sociais - Comércio - Commodities. Produtos comerciais
LC01968;Ciências Sociais - Comércio - Pauta. Comércio livre. Protecionismo
LC01969;Ciências Sociais - Comunidades. Classes. Raças
LC01970;Ciências Sociais - Comunidades. Classes. Raças - Aulas
LC01971;Ciências Sociais - Comunidades. Classes. Raças - Assentamentos Humanos. Comunidades
LC01972;Ciências Sociais - Comunidades. Classes. Raças - Corridas
LC01973;Ciências Sociais - Comunidades. Classes. Raças - Grupos rurais. Sociologia rural
LC01974;Ciências Sociais - Comunidades. Classes. Raças - Grupos urbanos. A cidade. Sociologia urbana
LC01975;Ciências Sociais - História e condições econômicas
LC01976;Ciências Sociais - História e condições econômicas - Geografia econômica dos oceanos (Geral)
LC01977;Ciências Sociais - História e condições econômicas - Tópicos especiais
LC01978;Ciências Sociais - Teoria econômica. Demografia
LC01979;Ciências Sociais - Teoria econômica. Demografia - Ciclos de negócios. Flutuações econômicas
LC01980;Ciências Sociais - Teoria econômica. Demografia - Capital. Capitalismo
LC01981;Ciências Sociais - Teoria econômica. Demografia - Concorrência. Produção. Riqueza
LC01982;Ciências Sociais - Teoria econômica. Demografia - Consumo. exigem
LC01983;Ciências Sociais - Teoria econômica. Demografia - Demografia. População. Eventos vitais
LC01984;Ciências Sociais - Teoria econômica. Demografia - Economia como ciência
LC01985;Ciências Sociais - Teoria econômica. Demografia - História da economia. História da teoria econômica
LC01986;Ciências Sociais - Teoria econômica. Demografia - Renda. Ações do fator
LC01987;Ciências Sociais - Teoria econômica. Demografia - Metodologia
LC01988;Ciências Sociais - Teoria econômica. Demografia - Preço
LC01989;Ciências Sociais - Teoria econômica. Demografia - Valor. Utilitário
LC01990;Ciências Sociais - Teoria econômica. Demografia - Teoria do bem-estar
